Date,A2336147W,A2336148X,A2336149A,A2336150K,A2336151L,A2336152R,A2336153T,A2336154V,A2336155W,A2336156X,A2336157A,A2336158C,A2336159F,A2336160R,A2336161T,A2336162V,A2336163W,A2336164X,A2336165A,A2336176J,A2336177K,A2336169K,A2336170V,A2336171W,A2336172X,A2336166C,A2336167F,A2336168J,A2713897W,A2713931R,A2336175F,A2336178L,A2336179R,A2336180X,A2336181A,A2336182C,A2336183F,A2336184J,A2336185K,A2336186L,A2336187R,A2336188T,A2336189V,A2336190C,A2336191F,A2336192J,A2478895J,A2336347R,A2336069A,A2336070K,A2336071L,A2336072R,A2336073T,A2336074V,A2336075W,A2336076X,A2336077A,A2336078C,A2336079F,A2336080R,A2336081T,A2336082V,A2336083W,A2336084X,A2336085A,A2336086C,A2336087F,A2336098L,A2336099R,A2336091W,A2336092X,A2336093A,A2336094C,A2336088J,A2336089K,A2336090V,A2713896V,A2713930L,A2336097K,A2336100L,A2336101R,A2336102T,A2336103V,A2336104W,A2336105X,A2336106A,A2336107C,A2336108F,A2336109J,A2336110T,A2336111V,A2336112W,A2336113X,A2336114A,A2478896K,A2336321T,A2714320W,A2714321X,A2714322A,A2714324F,A2714325J,A2714326K,A2714328R,A2714329T,A2714330A,A2714332F,A2714333J,A2714334K,A2714336R,A2714337T,A2714338V,A2714340F,A2714341J,A2714342K,A2714344R,A2714345T,A2714346V,A2714348X,A2714349A,A2714350K,A2714352R,A2714353T,A2714354V,A2714356X,A2714357A,A2714358C,A2714360R,A2714361T,A2714362V,A2714364X,A2714365A,A2714366C,A2714368J,A2714369K,A2714370V,A2714372X,A2714373A,A2714374C,A2714376J,A2714377K,A2714378L,A2714380X,A2714381A,A2714382C,A2714384J,A2714385K,A2714386L,A2714388T,A2714389V,A2714390C,A2714392J,A2714393K,A2714394L,A2335320W,A2335491R,A2335322A,A2335494W,A2335495X,A2335496A,A83748444C,A2334340L,A2334341R,A2334342T,A2334348F,A2334349J,A2334344W,A2334343V,A2713867J,A2713901A,A2334347C,A2334350T,A2334351V,A2334352W,A2334353X,A2334354A,A2334355C,A2334356F,A2334357J,A2334358K,A2334359L,A2334360W,A2715263F,A2715264J,A2715265K,A2715266L,A2715267R,A2715268T,A2715269V,A2715270C,A2715271F,A2715272J,A2715273K,A2715274L,A2715275R,A2715276T,A2715277V,A2715278W,A2715279X,A2715280J,A2715281K,A2334228L,A2334230X,A2715776L,A2715038K,A2715039L,A2715040W,A2715041X,A2715042A,A2715043C,A2715044F,A2715045J,A2715046K,A2715047L,A2715048R,A2715049T,A2715050A,A2715051C,A2715052F,A2715053J,A2715054K,A2715055L,A2529306J,A2478272L,A2478273R,A2478274T,A2478275V,A2714932K,A2714933L,A2714934R,A2714935T,A2714936V,A2714937W,A2714938X,A2714939A,A2714940K,A2714941L,A2714942R,A2714943T,A2714944V,A2714945W,A2714946X,A2714947A,A2714948C,A2714949F,A2714950R,A2529307K,A2478294A,A2478295C,A2478296F,A2715605V,A2715606W,A2715607X,A2715608A,A2715609C,A2715610L,A2715611R,A2715612T,A2715613V,A2715614W,A2715615X,A2715616A,A2715617C,A2715618F,A2715619J,A2715620T,A2715621V,A2715622W,A2715623X,A2529246T,A2478087K,A2478088L,A2478089R,A2714323C,A2714327L,A2714331C,A2714335L,A2714339W,A2714343L,A2714347W,A2714351L,A2714355W,A2714359F,A2714363W,A2714367F,A2714371W,A2714375F,A2714379R,A2714383F,A2714387R,A2714391F,A2714395R,A2529279L,A2478862L,A2478863R,A2478864T,A2478865V,A2713972K,A2713973L,A2713974R,A2713975T,A2713976V,A2713977W,A2713978X,A2713979A,A2713980K,A2713981L,A2713982R,A2713983T,A2713984V,A2713985W,A2713986X,A2713987A,A2713988C,A2713989F,A2713990R,A2529280W,A2478884A,A2478885C,A2478886F,A2715803J,A2715804K,A2715805L,A2715806R,A2715807T,A2715808V,A2715809W,A2715810F,A2715811J,A2715812K,A2715813L,A2715814R,A2715815T,A2715816V,A2715817W,A2715818X,A2715819A,A2715940C,A2715949X,A2529281X,A2478668J,A2478670V,A2714124L,A2714125R,A2714126T,A2714127V,A2714128W,A2714129X,A2714130J,A2714131K,A2714132L,A2714133R,A2714134T,A2714135V,A2714136W,A2714137X,A2714138A,A2714139C,A2714140L,A2714778X,A2714779A,A2529269J,A2528543V,A2528544W,A2528545X
Jun-2010,19732,41043,60448,19524,10457,6981,41594,9275,8574,13655,23011,2849,20755,11729,11932,31589,1897,211778,272248,22542,9690,8912,7351,-208,15954,18462,-1257,17213,840,6535,40373,72891,476,4710,5260,3885,7352,11251,16538,89540,361926,21491,61257,15185,16291,20190,7486,348730,19068,33648,52716,18180,5879,7784,33233,4976,8791,11510,20339,4589,20635,8070,9920,26503,1604,182016,234732,18533,5958,8408,6322,-184,14545,19048,-1326,17723,925,7063,40256,64746,407,4184,4590,3804,6682,10486,15076,79823,314554,19504,56619,13194,14176,20064,5708,302231,1810,5514,7323,2038,2324,4362,14973,11673,26646,1894,4080,5974,9236,11607,20843,9296,5383,14679,9835,4346,14181,4245,1898,6143,7421,6207,13629,3964,6596,10560,9356,18452,27808,2926,2860,5786,15210,7177,22387,7149,1890,9039,8956,2023,10979,13286,1607,14893,14720,2951,17671,1688,1119,2806,4339,1647,5986,21551,142340,120905,263245,33278,5708,302231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,9446,5317,32669,10659,25004,15547,15755,7207,17811,8892,33529,9128,23505,12170,16583,19076,22774,4401,6793,31839,327132,29172,-7493,348730,-0.7,-10.7,-0.5,-0.3,0.6,1.8,0.3,-2.0,-1.0,2.5,5.7,0.3,2.5,-2.4,-1.7,2.6,7.6,-2.5,-0.4,0.8,1.1,0.4,1.3,0.0,-0.2,0,0,0,0.1,0,0,-0.1,0.1,0.5,0,0.2,-0.1,-0.1,0.1,0.5,0,0,0.1,0,0.2,1.3,7428,4460,29897,7370,20671,15316,14972,6120,15237,11592,28359,7172,22151,10113,13866,15230,20009,3848,5796,24503,284111,23827,-5708,302231,6.8,-19,-2.4,7.1,6.5,3.3,0.8,5.5,0.1,7.3,7.3,5,3.4,7.3,3.5,8.5,12.3,2.4,4.3,6.6,4.2,7.4,4.8,26,4.7,28.8,24.5,21.2,27.3,25.1,20,25.1,27.9,27.2,23.1,26.5,25,20.5,26,25.4,35.2,24,22.8,26.5,23.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0
Jun-2011,20413,41935,62041,19658,10413,7521,42737,9376,9248,14366,25111,3059,23117,12061,12738,32346,1498,221896,283945,24416,9121,7497,8292,138,15715,16925,-1280,15650,1026,7104,39363,73098,475,5195,5753,3900,7189,11108,16863,90079,374083,22147,67003,14779,18942,26283,7596,358943,20368,35672,56040,18567,6545,8148,35886,5587,9337,12304,22595,4707,22607,8891,10827,27617,1305,194923,250962,20900,6284,7617,7424,130,15171,16644,-1277,15368,1168,7595,39302,66485,422,4731,5153,3751,6719,10470,15623,82108,333070,21345,60425,13110,15463,25430,6473,323540,1752,6278,8030,1964,2378,4342,15409,10493,25902,1930,4244,6174,9883,13109,22992,9869,5268,15137,10693,4486,15179,4515,1995,6509,7668,7449,15117,3794,6404,10198,11049,20551,31600,2986,3136,6123,17752,6351,24104,7762,2173,9935,9632,1848,11480,14532,1564,16096,16810,2737,19547,1777,1184,2961,4753,1675,6429,23258,154532,126581,281113,35953,6473,323540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,9547,5259,32668,10860,26090,15090,16196,7461,18562,9066,35811,9290,25311,12789,16744,19760,23001,4499,7168,32801,336829,29787,-7603,358943,1.1,-1.1,0.0,1.9,4.3,-2.9,2.8,3.5,4.2,1.9,6.8,1.8,7.7,5.1,1.0,3.6,1.0,2.2,5.5,3.0,3.0,2.1,2.9,0.0,0,0,0.1,0.3,-0.1,0.1,0.1,0.2,0,0.7,0,0.5,0.2,0,0.2,0.1,0,0.1,0.3,0.2,0,2.9,8213,4827,29974,8253,22755,15804,16048,6661,16690,11421,31739,7660,23800,11293,14582,16670,21938,3969,6377,26134,304807,25205,-6473,323540,10.6,8.2,0.3,12,10.1,3.2,7.2,8.8,9.5,-1.5,11.9,6.8,7.4,11.7,5.2,9.5,9.6,3.1,10,6.7,7.3,5.8,7.1,25.5,3.7,28.8,24.3,21.7,26.7,25.3,20.3,25.5,27.5,28.5,23.3,26.4,24.6,20.1,26,25.1,35,25,23,27.1,22.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0
Jun-2012,21509,42674,63949,20118,10534,7508,43872,9251,9877,14937,26287,3233,24823,12512,12570,33325,1403,229226,293179,24733,8388,8292,8522,-2417,14264,16795,-1482,15314,966,7714,38215,71581,713,4395,5176,4584,6813,11432,16636,88335,381464,24028,70768,14453,20262,30591,6739,366246,21876,37521,59397,19263,6908,8186,38574,6259,10003,12920,24223,4858,24061,9759,11070,28851,1250,206184,265581,21360,5677,8187,7683,-2314,13556,16120,-1422,14697,1100,8262,37616,64652,657,4139,4796,4310,6400,10710,15505,80157,345738,23171,64444,13141,16369,28401,6819,336457,1959,6067,8026,2170,2549,4720,16060,9946,26005,2831,3746,6577,10044,13311,23355,10123,5325,15448,11069,5332,16401,4984,2150,7134,8117,7804,15921,4088,6595,10683,10922,21490,32412,3163,3997,7160,19663,5987,25650,8603,1659,10262,9964,1976,11940,14880,1619,16499,17247,2915,20162,1631,1369,3000,5217,1944,7162,24598,162732,130381,293112,36526,6819,336457,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,5,9716,5349,31883,10681,26953,15768,16784,7465,18755,9253,37106,9866,25733,12730,16800,20290,23562,4492,7393,33234,342758,30303,-6744,366246,1.8,1.7,-2.4,-1.6,3.3,4.5,3.6,0.0,1.0,2.1,3.6,6.2,1.7,-0.5,0.3,2.7,2.4,-0.2,3.1,1.3,1.8,1.7,2.0,0.0,0,-0.2,0,0.2,0.2,0.2,0,0.1,0.1,0.4,0.2,0.1,0,0,0.1,0.2,0,0.1,0.1,0.1,0.2,2,8236,4939,29541,9136,23386,16409,17316,6866,17814,11743,32980,8713,25249,11803,15101,17328,22718,4119,6954,28045,318394,24882,-6819,336457,0.3,2.3,-1.4,10.7,2.8,3.8,7.9,3.1,6.7,2.8,3.9,13.7,6.1,4.5,3.6,4,3.6,3.8,9,7.3,4.5,-1.3,4,24.4,3.7,28,23.9,20.1,26.2,25.4,19.7,24.9,27.9,28.1,23.1,25.6,24.7,19.5,25.6,25,34.2,24.6,23.1,26.9,22.4,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0.1,0,0
Jun-2013,21571,42365,63723,20572,10525,7847,44931,8952,9682,15568,27095,3249,24064,12957,12382,33594,1112,231518,295224,24852,8274,9277,7165,-5704,10691,16957,-1445,15514,1053,7773,35124,68240,1181,8874,10195,3486,7575,11095,21286,89786,384961,25091,68036,14742,20642,27170,6946,370232,22004,37849,59853,19944,7220,8484,40542,7312,9745,13851,25285,5092,23546,10660,11123,30032,1013,213848,273701,21487,5612,9174,6640,-5501,10313,15991,-1371,14620,1213,8327,34473,61571,1086,8507,9593,3295,7189,10484,20077,81649,355350,23242,61775,13672,16897,24786,6266,344644,2092,6196,8288,2147,2174,4321,14925,9927,24852,2826,4159,6985,10868,12394,23262,10427,5762,16189,12107,5313,17419,5302,2189,7491,8175,8176,16352,4216,6607,10822,10299,21887,32186,3426,4003,7429,21177,6047,27225,8632,1482,10114,10281,2239,12520,15628,1672,17300,18111,3131,21242,1627,1379,3006,4993,1880,6873,25843,167258,132460,299718,38660,6266,344644,0.0,0.0,0.0,0.0,-2.4,0.0,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,0.0,-0.2,-0.1,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,1,1,1,1,0,0,0,2,1,1,1,1,0,0,-1,9,10398,5152,30512,10603,26608,16639,17492,7367,19281,9448,37008,10014,27007,12548,17363,20690,24322,4338,6870,33639,346492,30777,-6951,370232,7.0,-3.7,-4.3,-0.7,-1.3,5.5,4.2,-1.3,2.8,2.1,-0.3,1.5,4.9,-1.4,3.3,2.0,3.2,-3.4,-7.1,1.2,1.1,1.6,1.1,0.2,-0.1,-0.4,0,-0.1,0.2,0.2,0,0.1,0.1,0,0,0.3,0,0.2,0.1,0.2,0,-0.1,0.1,0.1,-0.1,1.1,8545,4328,28239,10195,23446,17214,17938,7038,18437,12044,33322,9028,26785,11635,15826,18123,23610,3988,6583,29587,325911,24999,-6266,344644,3.7,-12.4,-4.4,11.6,0.3,4.9,3.6,2.5,3.5,2.6,1,3.6,6.1,-1.4,4.8,4.6,3.9,-3.2,-5.3,5.5,2.4,0.5,2.4,24.4,3.7,27.9,23.5,19,26.6,25.7,19.5,24.6,28.4,27.1,22.1,25.7,24.5,19.8,25.5,24.6,33,23.6,23,26,22.4,0,0,0,0,0,0,0,0,0,0,0,-1.4,0,0,-0.1,0,0,0,0,0,0,0,0
Jun-2014,22863,42819,65558,21920,10529,8487,46134,9024,10068,16080,26958,3661,23570,13341,12604,35564,1074,238303,303843,24647,9294,9655,6646,-1100,15183,16052,-1502,14550,909,7969,38659,72656,1426,3401,4858,3542,6784,10356,15222,87877,391737,25790,71244,15494,19886,30957,5965,378812,23156,39312,62467,21582,7784,9094,42757,7658,10172,14629,26223,5216,23186,11567,11595,32381,1005,224849,287316,21858,7042,9572,6330,-1073,14828,15608,-1472,14136,931,8478,38373,67273,1336,3294,4630,3385,6464,9849,14479,81752,369068,25822,69756,14749,17965,30091,5356,357366,2421,6617,9038,2070,2150,4221,14467,10573,25040,3080,3854,6933,11061,12768,23830,10172,6399,16571,12202,5236,17437,5933,1918,7850,8644,8054,16698,4311,6744,11055,10450,23969,34419,3750,4507,8257,21999,5593,27592,9161,1369,10530,10699,2574,13273,15645,1980,17624,19649,3427,23076,1617,1522,3139,5278,2113,7392,27013,172609,138380,310989,41021,5356,357366,0.0,0.0,0.0,0.0,-2.8,0.0,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,0.0,-0.2,0.0,0.0,0.0,0.0,0.0,-0.1,0,0,1,0,1,1,1,0,1,0,1,0,2,1,1,1,2,0,1,0,16,10325,5087,30659,10420,26788,16619,17606,7470,19307,9941,38512,10726,26977,13321,18328,20872,26204,4366,7098,33922,353822,30991,-5969,378812,-0.7,-1.3,0.5,-1.7,0.7,-0.1,0.7,1.4,0.1,5.2,4.1,7.1,-0.1,6.2,5.6,0.9,7.7,0.6,3.3,0.8,2.1,0.7,2.3,0.0,0,0,0,0,0,0,0,0,0.1,0.4,0.2,0,0.2,0.3,0,0.5,0,0.1,0.1,0.1,0.3,2.3,9265,4434,28593,10223,23697,17328,17838,7198,18468,12353,35455,9785,26558,12384,16791,18652,25356,4123,6940,30786,336223,26499,-5356,357366,8.4,2.4,1.3,0.3,1.1,0.7,-0.6,2.3,0.2,2.6,6.4,8.4,-0.8,6.4,6.1,2.9,7.4,3.4,5.4,4.1,3.2,6,3.7,26.2,3.3,28.1,23.8,18.3,27,25.5,19.6,24.5,28.7,27.6,22.2,25.5,24.7,20.3,25.1,25.1,31.9,23.5,22.9,25.5,22.4,0,0,0,0,0,0,0,0,0,0,0,-1.3,0,0,0,0,0,0,0,0,-0.1,0,-0.1
Jun-2015,24410,43565,67922,22079,10115,8476,47434,9152,10743,17021,27249,4115,24334,13642,13226,36523,1046,244717,312625,26288,9724,11228,6905,-655,17476,16711,-1769,14940,761,8245,41442,77562,1170,2651,3844,3678,7016,10726,14575,92099,404721,26364,71813,18011,20198,26852,5455,389391,24543,40996,65538,22072,8102,8828,44916,7505,10683,15902,26200,5338,24231,12374,12448,34294,996,233889,299427,24194,8569,11246,6676,-650,17272,16538,-1767,14771,771,8653,41467,74230,1109,2609,3718,3642,6817,10459,14177,88407,387834,26278,70934,17447,19229,25306,5780,372481,2327,7226,9553,2047,1168,3215,14255,10861,25116,3459,4205,7665,11420,13646,25066,10419,6185,16603,11988,5409,17397,6482,2008,8490,8692,8964,17656,4484,6985,11470,10648,26843,37491,3824,5156,8980,22363,6024,28387,9470,1543,11012,11397,2641,14038,16691,2152,18844,20759,3725,24484,1661,1579,3240,5547,2206,7753,27828,177933,146355,324288,42413,5779,372481,0.0,0.0,0.0,0.0,-10.8,0.0,0.0,0.0,0.0,0.0,-1.1,0.0,0.0,0.0,-0.9,-0.2,0.0,0.0,0.0,0.0,-0.3,3,0,103,1,-461,2,3,2,4,1,2,0,3,2,-1,2,4,-90,2,-1,-421,10590,5194,30763,11154,28500,17074,18527,7948,19141,10908,39921,11006,27054,13396,18134,21131,27932,4387,7194,34096,363575,31251,-5457,389391,2.6,2.1,0.3,7.0,6.4,2.7,5.2,6.4,-0.9,9.7,3.7,2.6,0.3,0.6,-1.1,1.2,6.6,0.5,1.3,0.5,2.8,0.8,2.8,0.1,0,0,0.2,0.5,0.1,0.2,0.1,0,0.3,0.4,0.1,0,0,-0.1,0.1,0.5,0,0,0,0.1,0.1,2.8,9776,3346,29204,10439,26455,17340,18429,7726,18904,12860,37800,10447,26771,12820,16907,19692,27475,4225,6964,32096,349676,28585,-5780,372481,5.5,-24.5,2.1,2.1,11.6,0.1,3.3,7.3,2.4,4.1,6.6,6.8,0.8,3.5,0.7,5.6,8.4,2.5,0.3,4.3,4,7.9,4.2,25.4,3.1,28.6,25,20,26.9,25.9,20,24.2,29.4,27.3,22.4,25,24.3,20,25.4,25.3,31.6,23.3,23.2,26.3,22.9,0.1,0,0,-0.2,0.3,0,0.1,0.7,0,0,0.1,-2.9,-1,-2.2,-0.1,-0.1,0,-0.3,0.8,0,-0.1,-1.1,-0.3
Jun-2016,26003,44743,70731,23124,10017,9090,48941,9390,11128,17572,27877,4750,25071,14041,13537,38051,1126,253561,324280,29548,10547,11624,7290,-1916,16989,17020,-1705,15315,722,8455,41511,81528,1818,2708,4537,3750,8570,12347,16890,98398,422679,26563,73674,19137,20085,21522,6421,402564,26100,42938,69038,22991,8616,9475,46963,8071,11302,16867,27044,5377,25223,13234,13118,36648,1086,246016,315054,27783,9579,11638,7059,-1895,16803,17704,-1767,15937,765,8729,42234,79596,1769,2732,4501,3865,8414,12279,16779,96375,411430,26147,74747,18724,20590,20051,5914,386929,2419,6206,8625,1875,1274,3149,14797,10642,25439,3215,4552,7767,12227,15140,27367,10909,6119,17027,12506,5570,18076,6696,2070,8766,9338,9288,18626,4731,6721,11453,11045,26990,38035,4400,5236,9636,22229,6741,28969,9820,1427,11247,12580,2667,15247,18117,2084,20201,21766,3516,25282,1895,1658,3553,5613,2024,7637,29093,186179,149015,335194,45821,5914,386929,0.0,0.0,0.0,0.3,1.8,0.0,-2.5,5.4,0.0,-0.8,-0.2,-0.3,-1.1,-0.8,-0.3,-0.1,0.0,0.0,0.1,0.0,-0.1,144,-571,-140,-55,-507,-78,-28,54,747,-175,-384,-1,42,26,-37,157,-34,-4,46,154,-644,9112,5148,29923,11901,30246,17824,19450,8334,19621,11680,42020,11904,29141,14082,18097,21767,28940,4547,7378,34849,375760,33245,-6422,402564,-14.0,-0.9,-2.7,6.7,6.1,4.4,5.0,4.9,2.5,7.1,5.3,8.2,7.7,5.1,-0.2,3.0,3.6,3.6,2.6,2.2,3.4,6.4,3.4,-0.4,0,-0.2,0.2,0.4,0.2,0.2,0.1,0.1,0.2,0.5,0.2,0.5,0.2,0,0.2,0.3,0,0,0.2,0.5,-0.2,3.4,8549,3140,28708,10704,28309,18053,19347,8146,19421,12901,39976,11309,28350,13297,17551,20291,28604,4361,7002,33504,361521,31321,-5914,386929,-12.6,-6.2,-1.7,2.5,7,4.1,5,5.4,2.7,0.3,5.8,8.2,5.9,3.7,3.8,3,4.1,3.2,0.6,4.4,3.4,9.6,3.9,21.4,3.2,28.4,26.1,21.6,27.2,26.3,20.2,24.2,29.3,27.5,22.5,26,24.9,19.2,25.1,25.3,31.6,23.4,23.5,26.8,23.3,-1,-2,-0.4,0.1,-0.8,-0.1,-0.1,-0.3,-1.5,0.2,-0.4,0.3,0.7,0.8,0.2,1.1,-0.2,-1,0.2,0,-0.1,0.1,-0.1
Jun-2017,28008,47489,75492,23358,9892,9413,50494,9536,11416,18219,28689,5273,25434,14368,14162,39661,1178,261033,336526,31421,10589,12057,7061,-1724,17395,16970,-1792,15178,985,9078,42671,84580,2183,2326,4506,4138,10382,14539,19053,103635,440171,27993,76357,21433,20690,19839,6496,418885,28017,46158,74175,23609,9073,9719,49358,8636,11596,17829,27935,5483,25545,13967,13829,38871,1155,256604,330779,30180,9876,11964,6817,-1692,17089,17119,-1808,15310,1176,9214,42789,82845,2112,2335,4447,4181,10014,14195,18642,101486,432266,27386,75347,21133,20335,18617,6455,410175,2469,7142,9612,1846,1888,3734,14822,11220,26042,3371,5025,8396,13214,16457,29672,11368,6499,17867,12989,5879,18868,6947,2057,9003,9659,9599,19258,4796,6729,11526,11456,28822,40278,4506,5612,10117,23752,8238,31990,10982,1582,12564,13785,2593,16377,18982,2165,21147,23363,3781,27144,2025,1542,3567,5901,2039,7940,30442,196235,159311,355546,48174,6455,410175,-0.1,-0.1,0.0,0.2,0.5,1.3,-0.9,2.6,-1.2,0.0,0.1,-0.3,-0.1,-0.1,0.1,-0.1,0.0,0.0,0.0,0.0,0.1,-5,-45,156,-54,-421,-167,81,73,737,-1,-100,46,117,-56,80,145,31,6,-75,119,667,9637,4961,30187,12347,31078,18918,20081,8474,19961,12259,44798,12330,31727,15286,18835,22313,30234,4569,7434,35849,391247,34145,-6496,418885,5.8,-3.6,0.9,3.8,2.8,6.1,3.2,1.7,1.7,5.0,6.6,3.6,8.9,8.5,4.1,2.5,4.5,0.5,0.8,2.9,4.1,2.7,4.1,0.1,0,0.1,0.1,0.2,0.3,0.2,0,0.1,0.1,0.7,0.1,0.6,0.3,0.2,0.1,0.3,0,0,0.2,0.2,0,4.1,9490,4356,29494,11889,30397,18816,20201,8413,19872,12999,43209,12011,31457,14764,18598,21507,30055,4403,7281,35178,384388,32242,-6455,410175,11,38.7,2.7,11.1,7.4,4.2,4.4,3.3,2.3,0.8,8.1,6.2,11,11,6,6,5.1,1,4,5,6.3,2.9,6,19.9,3.3,28.9,27.1,22.8,27.3,26.6,20.4,23.9,29.7,28.4,22.6,26.5,26.2,20,25.7,25.2,31.2,23.3,23.8,26.9,23.3,-0.3,-0.4,0.4,0,-0.9,-0.4,-0.1,-1.1,0.2,4,-0.1,1.6,0.3,0.7,0.4,-0.2,-0.1,1.1,-0.3,0.1,0.1,0.2,0.1
Jun-2018,29918,50199,80117,24471,10006,9966,52023,9895,11977,19139,29329,5587,26840,14687,14780,41230,1334,271262,351380,31479,10698,13816,8146,-1823,20139,18117,-1952,16165,1012,9868,47184,89361,2116,2383,4499,4729,13542,18271,22770,112131,463511,29176,83474,23263,22665,16569,6614,432993,29918,50199,80117,24471,10006,9966,52023,9895,11977,19139,29329,5587,26840,14687,14780,41230,1334,271262,351380,31479,10698,13816,8146,-1823,20139,18117,-1952,16165,1012,9868,47184,89361,2116,2383,4499,4729,13542,18271,22770,112131,463511,29176,83474,23263,22665,16569,6614,432993,2583,7191,9773,1849,2877,4726,15243,12029,27272,3369,5284,8653,14467,17616,32083,11380,6788,18168,13244,6266,19510,7238,2055,9293,9997,9877,19874,4922,6742,11664,11920,30444,42364,4912,5423,10335,25430,8433,33863,11963,1765,13728,14243,2771,17014,20037,2284,22321,25378,4006,29384,2138,1643,3781,6215,2120,8335,31977,206528,167591,374119,52261,6614,432993,0.6,0.1,0.2,0.3,-5.2,-0.3,0.9,9.6,1.6,0.9,0.0,0.2,11.8,9.0,1.6,0.6,0.0,0.1,4.4,2.0,-0.1,-483,586,59,399,706,-369,-586,109,513,215,-578,344,-126,257,462,-38,-343,120,-173,44,1120,9680,5459,30572,12245,33202,19082,20867,8928,20451,13156,46274,12273,33342,16003,19247,22718,32114,4675,7667,36676,404632,34975,-6614,432993,0.4,10.0,1.3,-0.8,6.8,0.9,3.9,5.4,2.5,7.3,3.3,-0.5,5.1,4.7,2.2,1.8,6.2,2.3,3.1,2.3,3.4,2.4,3.4,0.0,0.1,0.1,0,0.5,0,0.2,0.1,0.1,0.2,0.4,0,0.4,0.2,0.1,0.1,0.4,0,0.1,0.2,0.2,0,3.4,9680,5459,30572,12245,33202,19082,20867,8928,20451,13156,46274,12273,33342,16003,19247,22718,32114,4675,7667,36676,404632,34975,-6614,432993,2,25.3,3.7,3,9.2,1.4,3.3,6.1,2.9,1.2,7.1,2.2,6,8.4,3.5,5.6,6.9,6.2,5.3,4.3,5.3,8.5,5.6,21.3,3.6,28.6,26.5,23.4,27,26.9,20.9,23.9,29.7,28.7,22.5,26.4,26.1,20.1,26,25.3,31.1,23.5,24,28.2,23.4,1.1,8.3,-0.3,4.1,0.7,0.6,-0.3,1.3,-0.9,4.9,-1.6,-2.2,0.7,1.7,0.9,-0.5,-1.7,-1.2,-0.5,-0.4,0.1,-1.7,-0.1
Jun-2019,32799,51676,84476,25263,9798,10676,53474,9722,12407,19841,29555,5863,27840,14973,15073,42152,1763,278399,362875,32962,9252,14184,9732,-926,22990,19086,-2094,16992,795,10401,51178,93391,2015,2624,4639,4751,13222,17973,22612,116003,478878,29420,84608,25764,23540,15115,5049,446079,33197,53400,86597,25798,10644,10745,54578,10062,12350,20099,30438,5614,27822,15335,15574,42975,1792,283827,370424,33621,8962,14662,10196,-967,23891,19590,-2154,17436,806,10331,52463,95046,2062,2703,4766,4960,13871,18831,23597,118643,489068,31104,89723,26241,25089,16885,6105,454590,2543,5608,8151,1963,2908,4872,15476,12288,27764,3553,5580,9133,15205,20592,35797,11888,6380,18268,13716,6326,20042,7558,2210,9768,10409,10555,20963,5246,5948,11194,12711,32488,45200,4942,6125,11068,26419,8379,34798,13412,1895,15307,15138,2892,18030,21088,2404,23492,28019,4436,32455,2350,1698,4048,6361,2349,8710,33107,217997,174169,392166,54200,8224,454590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8108,5238,30559,12347,34767,19115,21199,9019,20436,13551,47783,12673,34825,17052,20079,23339,35742,5059,7916,37993,416799,35117,-5837,446079,-16.2,-4.0,0.0,0.8,4.7,0.2,1.6,1.0,-0.1,3.0,3.3,3.3,4.4,6.6,4.3,2.7,11.3,8.2,3.3,3.6,3.0,0.4,3.0,-0.4,-0.1,0,0,0.4,0,0.1,0,0,0.1,0.3,0.1,0.3,0.2,0.2,0.1,0.8,0.1,0.1,0.3,0,0.2,3,8129,5708,31423,13026,37146,19117,21462,9372,21593,12678,49303,13199,34405,17703,20532,23947,35955,5029,8053,38373,426153,35052,-6616,454590,-16,4.6,2.8,6.4,11.9,0.2,2.8,5,5.6,-3.6,6.5,7.5,3.2,10.6,6.7,5.4,12,7.6,5,4.6,5.3,0.2,5,20,3.1,28.6,26.7,25.4,26.8,27.1,21,24,29.6,29.1,22.8,26.6,26.4,20.3,26.2,26.3,31.9,23.2,24.5,28.2,23.3,,,,,,,,,,,,,,,,,,,,,,,
